indicator_code,indicator_name,last_published,days_since,status
SA_0000001503,Alcoholic beverage legally defined,2026-07-07,76,ok
SA_0000001516,Restrictions on product placement on national television,2018-09-03,2940,ok
SA_0000001513_ARCHIVED,Advertising restrictions on billboards,2018-09-27,2916,ok
SA_0000001732_ARCHIVED,New types of alcoholic beverages emerging,2018-09-27,2916,ok
SA_0000001736_ARCHIVED,Action Plan for implementation of alcohol policy,2018-09-27,2916,ok
SA_0000001733,"Consumer information about calories, additives, etc on containers",2026-07-06,77,ok
SA_0000001733_ARCHIVED,"Consumer information about calories, additives, etc on containers",2018-09-27,2916,ok
SA_0000001737_ARCHIVED,"Alcohol, regional per capita (15+) consumption (in litres of pure alcohol)",2018-09-27,2916,ok
SA_0000001736,Action Plan for implementation of alcohol policy,2026-07-07,76,ok
SA_0000001523,"Prices for alcoholic beverages (average, US$)",2017-04-28,3433,ok
SA_0000001737,"Alcohol, regional per capita (15+) consumption (in litres of pure alcohol)",2016-03-03,3854,ok
SA_0000001742,"Alcohol-attributable fractions (15+), road traffic crash deaths (%)",2024-08-13,769,ok
SA_0000001734_ARCHIVED,Number of standard alcoholic drinks displayed on containers,2018-09-27,2916,ok
SA_0000001510_ARCHIVED,Advertising restrictions on local radio,2018-09-27,2916,ok
SA_0000001741_ARCHIVED,"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)",2018-09-27,2916,ok
SA_0000001511_ARCHIVED,Advertising restrictions in print media,2018-09-27,2916,ok
SA_0000001744,"Alcohol, regional prevalence of alcohol dependence (%)",2018-08-30,2944,ok
SA_0000001514,Advertising restrictions at point-of-sale,2024-06-19,824,ok
SA_0000001515,Advertising restrictions on the internet,2024-06-19,824,ok
SA_0000001516_ARCHIVED,Restrictions on product placement on national television,2018-09-27,2916,ok
SA_0000001746,"Alcohol, total  (recorded + unrecorded) per capita (15+) consumption with 95%CI, projections to 2025",2016-03-03,3854,ok
SA_0000001745_ARCHIVED,"Alcohol, regional prevalence of alcohol use disorders (%)",2018-09-27,2916,ok
SA_0000001747_ARCHIVED,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), three-year average with 95%CI",2020-05-27,2308,ok
SA_0000001746_ARCHIVED,"Alcohol, total  (recorded + unrecorded) per capita (15+) consumption with 95%CI, projections to 2025",2018-09-27,2916,ok
SA_0000001748_ARCHIVED,"Alcohol, unrecorded per capita (15+) consumption (in litres of pure alcohol) with 95%CI",2018-09-27,2916,ok
SA_0000001517,Restrictions on product placement on cable television,2018-09-03,2940,ok
SA_0000001726,Penalties for drink driving,2026-07-06,77,ok
SA_0000001730,Price measures,2026-07-06,77,ok
SA_0000001734,Number of standard alcoholic drinks displayed on containers,2026-07-06,77,ok
SA_0000001740,Alcohol-attributable Years of Life Lost (YLL) score,2018-09-06,2937,ok
SA_0000001741,"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)",2024-08-13,769,ok
PCV3,Pneumococcal conjugate second or third-dose vaccines (PCVc) immunization coverage by the locally recommended age (%) (WUENIC),2026-07-14,69,ok
R_afford_gdp,Affordability - percentage of GDP per capita required to purchase 2000 cigarettes of the most sold brand,2024-01-12,983,ok
R_excise_min_specific,Tax structure: Minimum specific tax applied in ad valorem or mixed excise regime,2025-12-19,276,ok
R_Curr_lowest_cost,Cheapest brand of cigarettes - currency reported,2022-01-12,1713,ok
SA_0000001449,"Age-standardized death rates, oesophagus cancer, per 100,000",2013-06-11,4850,ok
SA_0000001458,"Age-standardized death rates (15+ years), poisoning, per 100,000",2013-06-11,4850,ok
SA_0000001461,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI",2018-08-30,2944,ok
SA_0000001460,"Age-standardized death rates (15+ years), violence, per 100,000",2013-06-11,4850,ok
SA_0000001461_ARCHIVED,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI",2018-09-27,2916,ok
SA_0000001463,"Alcoholic psychosis, incidence, per 100,000",2013-06-11,4850,ok
R_excise_proportion,Tax structure: Excise tax proportion of price,2024-01-12,983,ok
SA_0000001709,National surveys on drink-driving,2013-06-11,4850,ok
SA_0000001720,Restrictions on product placement in films/movies,2018-09-03,2940,ok
RADON_Q304,Data in national radon database,2021-06-04,1935,ok
SA_0000001721,Importance of measures for enhancing compliance with age limits,2014-01-10,4637,ok
SA_0000001721_ARCHIVED,Importance of measures for enhancing compliance with age limits,2018-09-27,2916,ok
R_Group,Raising taxes on tobacco,2023-10-18,1069,ok
R_imp_duty_estimate,Most sold brand of cigarettes - taxes as a % of price - import duties,2021-12-15,1741,ok
R_imp_duty_average,Average - taxes as a % of cigarette price - import duties,2015-09-04,4035,ok
R_Price_premium_ppp,Premium brand of cigarettes - price in international dollars,2022-01-12,1713,ok
R_Other_estimate,Most sold brand of cigarettes - taxes as a % of price - other taxes,2021-12-15,1741,ok
RADON_Q402,Existence of national radon regulations,2021-06-04,1935,ok
R_VAT_estimate,Most sold brand of cigarettes - taxes as a % of price - value added tax,2021-12-15,1741,ok
RADON_Q803,Inclusion of radon in national cancer control strategy,2021-06-04,1935,ok
Rev_imp_other,Annual tax revenues - import duties and all other taxes (excluding corporate taxes on tobacco companies),2022-01-24,1701,ok
RHR_IPV,Intimate partner violence prevalence among ever partnered women (%),,,empty
Rev_type,Annual tax revenues - tobacco products included,2024-01-11,984,ok
RHR_NPSV,Proportion of women and girls aged 15 years and older who have been subjected to sexual violence by someone other than a partner in their lifetime since age 15 (%),2026-05-01,143,ok
SA_0000001740_ARCHIVED,Alcohol-attributable Years of Life Lost (YLL) score,,,empty
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",2024-08-13,769,ok
RS_194,Number of registered vehicles,2020-01-22,2434,ok
SA_0000001744_ARCHIVED,"Alcohol, regional prevalence of alcohol dependence (%)",2018-09-27,2916,ok
ROTAC,Rotavirus vaccines completed dose (RotaC) immunization coverage among 1-year-olds (%),2026-07-14,69,ok
RS_198,Estimated road traffic death rate (per 100 000 population),2024-04-15,889,ok
RS_204,Existence of a national drink-driving law,2020-06-05,2299,ok
RS_205,Definition of drink-driving by BAC,2020-06-05,2299,ok
RS_207,Blood Alcohol Concentration (BAC) limit for drivers,2020-06-05,2299,ok
SA_0000001749_ARCHIVED,"Alcohol, total (recorded 3 year average + unrecorded) per capita (15+) consumption (in litres of pure alcohol) with 95%CI",2018-09-27,2916,ok
SA_0000001751,"Alcohol, average daily intake in grams among drinkers, three-year average",2024-06-21,822,ok
SA_0000001751_ARCHIVED,"Alcohol, average daily intake in grams among drinkers with 95%CI",2018-09-27,2916,ok
SA_0000001752_ARCHIVED,"Alcohol, total (recorded + unrecorded) per capita (15+) consumption, projected estimates for 2016",2018-09-27,2916,ok
SA_0000001742_ARCHIVED,"Alcohol-attributable fractions (15+), road traffic crash deaths (%)",2018-09-27,2916,ok
SA_0000001752,"Alcohol, total (recorded + unrecorded) per capita (15+) consumption, projected estimates for 2016",2016-03-03,3854,ok
SA_0000001743_ARCHIVED,"Alcohol-attributable fractions, all-cause deaths (%)",2018-09-27,2916,ok
SA_0000001749,"Alcohol, total (recorded 3 year average + unrecorded) per capita (15+) consumption (in litres of pure alcohol) with 95%CI",2015-12-14,3934,ok
RS_223_BIS,Law requires helmet to be fastened,2020-06-05,2299,ok
SA_0000001747,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), three-year average",2026-07-06,77,ok
SA_0000001755_ARCHIVED,"15-19 years old heavy episodic drinkers (population), % with 95%CI",2018-09-27,2916,ok
SA_0000001754,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",2018-08-30,2944,ok
RS_210,Applicability of seat-belt law to all occupants,2020-06-05,2299,ok
RS_213,Existence of a national child-restraint law,2020-06-05,2299,ok
SA_0000001745,"Alcohol, regional prevalence of alcohol use disorders (%)",2018-09-28,2915,ok
RS_219,Applicability of national motorcycle helmet law to all occupants,2020-06-05,2299,ok
RS_229,Availability of funding for national road safety strategy,2020-06-05,2299,ok
RSUD_130,Government unit/official responsible for treatment of substance use disorders,2017-08-28,3311,ok
SA_0000001521_ARCHIVED,Random breath testing (RBT) use,2018-09-27,2916,ok
RSUD_1,"Point prevalence (%), alcohol use disorders, 15+ years",2013-06-11,4850,ok
SA_0000001518,Age limits on-premise service,2026-07-06,77,ok
SA_0000001520_ARCHIVED,Legal blood alcohol concentration (BAC) limits,,,empty
SA_0000001520,Legal blood alcohol concentration (BAC) limits,2026-07-06,77,ok
SA_0000001518_ARCHIVED,Age limits on-premise service,2018-09-27,2916,ok
SA_0000001526_ARCHIVED,Off-premise sales restrictions on hours,2018-09-27,2916,ok
SA_0000001527_ARCHIVED,Off-premise sales restrictions on places,2018-09-27,2916,ok
SA_0000001753_ARCHIVED,"Alcohol use disorders (15+), 12 month prevalence (%), age standardized, with 95%CI",2018-09-27,2916,ok
SA_0000001756,"15-19 years old heavy episodic drinkers (drinkers only), %",2018-09-06,2937,ok
Rev_VAT,Annual tax revenues - value added tax (vat) and other sales taxes,2024-01-11,984,ok
RS_193,Income level,2013-06-11,4850,ok
RS_212,Seat-belt wearing rate (%),2020-06-05,2299,ok
RS_209,Existence of a national seat-belt law,2020-06-05,2299,ok
RS_246,Distribution of road traffic deaths by type of road user (%),2020-04-23,2342,ok
SA_0000001526,Off-premise sales restrictions on hours,2026-07-06,77,ok
SA_0000001521,Random breath testing (RBT) use,2026-07-06,77,ok
SA_0000001506_ARCHIVED,National legislation to prevent illegal alcohol,2018-09-27,2916,ok
RSUD_100,Government unit/official responsible for prevention for substance use,2017-08-28,3311,ok
RS_576,Gross national income per capita (Atlas method),2013-06-11,4850,ok
SA_0000001523_ARCHIVED,"Prices for alcoholic beverages (average, US$)",2018-09-27,2916,ok
RADON_Q404,Radon in building regulations for existing buildings i.e. renovation/remodeling/major alteration,2021-06-04,1935,ok
SA_0000001467,Perceived trend in alcohol-related harm and consequences,2013-06-11,4850,ok
SA_0000001470_ARCHIVED,"Alcohol-related road traffic crashes, per 100,000 population",2018-09-27,2916,ok
SA_0000001502_ARCHIVED,Adopted written national policy on alcohol,2018-09-27,2916,ok
SA_0000001503_ARCHIVED,Alcoholic beverage legally defined,,,empty
SA_0000001723,Community-based interventions involving stakeholders,2014-01-14,4633,ok
SA_0000001727,Sobriety checkpoints,2026-07-06,77,ok
SA_0000001728,Detection of marketing infringements,2026-07-06,77,ok
SA_0000001727_ARCHIVED,Sobriety checkpoints,2018-09-27,2916,ok
SA_0000001729_ARCHIVED,Penalties for marketing infringements,,,empty
SA_0000001730_ARCHIVED,Price measures,2018-09-27,2916,ok
SA_0000001728_ARCHIVED,Detection of marketing infringements,2018-09-27,2916,ok
SA_0000001529,Off-premise sales restrictions at specific events,2018-09-04,2939,ok
SA_0000001528_ARCHIVED,Off-premise sales restrictions on outlet density,2018-09-27,2916,ok
RSUD_13,"Substance use policy at the national level, level of integration",2013-06-11,4850,ok
RADON_Q603,Radon concentration measurements for existing buildings,2021-06-04,1935,ok
Rev_curr,Annual tax revenues - currency,2024-01-11,984,ok
Rev_govt_total,Annual tax revenues - total revenues,2024-01-11,984,ok
RADON_Q701,Mandatory preventive measures (new buildings),2021-06-04,1935,ok
RSUD_140,Ministry/office that takes primary responsibility for treatment of substance use disorders,2017-08-28,3311,ok
RSUD_16,Legislative provision for treatment and rehabilitation of substance use disorders,2013-06-11,4850,ok
RSUD_150,Involvement of representatives of affected or targeted populations in the development and formulation of policies and strategies for treatment of substance use disorders,2017-08-28,3311,ok
SA_0000001754_ARCHIVED,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",2018-09-27,2916,ok
RSUD_170,Involvement of representatives of affected or targeted populations in the development and formulation of policies and strategies for prevention for alcohol and drugs,2017-08-28,3311,ok
RS_228,Existence of a national road safety strategy,2020-06-05,2299,ok
SA_0000001756_ARCHIVED,"15-19 years old heavy episodic drinkers (drinkers only), %",,,empty
SA_0000001755,"15-19 years old heavy episodic drinkers (population), % with 95%CI",2018-09-06,2937,ok
RS_238,Existence of a universal access telephone number for pre-hospital care,2020-06-05,2299,ok
RSUD_14,Policy documents on the pharmacological treatment of substance use disorders,2013-06-11,4850,ok
RSUD_17,Legislative provision for compulsory treatment,2013-06-11,4850,ok
RSUD_15,Guidelines on the pharmacological treatment of substance use disorders,2013-06-11,4850,ok
SA_0000001532_ARCHIVED,On-premise sales restrictions on hours,2018-09-27,2916,ok
SA_0000001535_ARCHIVED,On-premise sales restrictions at specific events,2018-09-27,2916,ok
RSUD_160,Involvement of representatives of affected or targeted populations in the development and implementation of national programmes for treatment of substance use disorders,2017-08-28,3311,ok
RSUD_180,Involvement of representatives of affected or targeted populations in the development and implementation of national programmes for prevention for alcohol and drugs,2017-08-28,3311,ok
SA_0000001525_ARCHIVED,Off-premise sales restrictions on days,2018-09-27,2916,ok
SA_0000001533,On-premise sales restrictions on places,2026-07-06,77,ok
SA_0000001538_ARCHIVED,Restrictions on sponsorship of youth events,2018-09-27,2916,ok
SA_0000001530,Off-premise sales restrictions at petrol stations,2018-09-04,2939,ok
SA_0000001539,"Restrictions on sales promotion from producers (parties, events)",2018-09-04,2939,ok
SA_0000001540_ARCHIVED,Restrictions on sales promotion from retailers (sales below cost),2018-09-27,2916,ok
SA_0000001757,"15-19 years old abstainers, lifetime (%)",2014-07-17,4449,ok
SA_0000001541,Restrictions on sales promotion from owners of pubs and bars (alcohol for free),2018-09-04,2939,ok
SA_0000001767_ARCHIVED,Legislation on alcohol testing at workplaces,2018-09-27,2916,ok
SA_0000001757_ARCHIVED,"15-19 years old abstainers, lifetime (%)",2018-09-27,2916,ok
SA_0000001759_ARCHIVED,"15-19 years old, current drinkers (%)",2018-09-27,2916,ok
SA_0000001760_ARCHIVED,15-19 years old total alcohol consumption in litres of pure alcohol,2018-09-27,2916,ok
SA_0000001761_ARCHIVED,National guidelines for the prevention and reduction of alcohol-related harm in schools,,,empty
SA_0000001549_ARCHIVED,Duty paid or excise stamp on alcohol container,2018-09-27,2916,ok
SA_0000001763_ARCHIVED,Workplace representatives nationally involved to prevent and address alcohol-related harm,2018-09-27,2916,ok
SA_0000001769_ARCHIVED,National systems for monitoring alcohol consumption and harms,2018-09-27,2916,ok
SA_0000001543_ARCHIVED,Government monopoly on retail sales,2018-09-27,2916,ok
